#SampleID	qiita_host_age	age
550.L5S103.s.5.sequence	33.15	33.15
10317.000011052	44.0	44.0
550.L6S314.s.6.sequence	33.06	33.06
1841.T20705	21.0	21.0
2202.Saliva46	26.0	26.0
2024.visit2.MNIH97NP.BFC11B.O	28.0	28.0
550.L5S163.s.5.sequence	33.41	33.41
2202.Saliva47	26.0	26.0
550.L5S139.s.5.sequence	33.28	33.28
10317.000049827	37.0	37.0
10317.000002383	72.0	72.0
2202.Saliva45	26.0	26.0
550.L6S190.s.6.sequence	32.7	32.7
1841.T20315	32.0	32.0
10317.000002381	47.0	47.0
550.L5S221.s.5.sequence	33.61	33.61
550.L6S196.s.6.sequence	32.71	32.71
2024.visit2.MNIH37U.BFC103.O	20.0	20.0
11052.10.23.13.rk.t	36.0	36.0
2202.Saliva48	26.0	26.0
550.L6S186.s.6.sequence	32.69	32.69
550.L6S158.s.6.sequence	32.61	32.61
2202.Saliva161	26.0	26.0
1841.T20316	30.0	30.0
2024.visit2.MNIH90NP.BFC115.O	25.0	25.0
550.L5S181.s.5.sequence	33.48	33.48
1774.L562.Oral.Puer	21.0	21.0
2010.2228	22.0	22.0
2024.visit3.MNIH51N.BFD10D.O	21.0	21.0
10317.000023045	69.0	69.0
10317.000015975	66.0	66.0
1841.T20960	20.0	20.0
1841.T20961	22.0	22.0
1841.T20967	20.0	20.0
10317.000005422	54.0	54.0
10317.000007635	24.0	24.0
550.L6S318.s.6.sequence	33.07	33.07
10317.000007099	22.0	22.0
2202.Saliva203	26.0	26.0
2202.Saliva205	26.0	26.0
2202.Saliva204	26.0	26.0
2202.Saliva207	26.0	26.0
2202.Saliva206	26.0	26.0
550.L6S150.s.6.sequence	32.58	32.58
2202.Saliva208	26.0	26.0
550.L6S268.s.6.sequence	32.92	32.92
550.L5S186.s.5.sequence	33.49	33.49
2202.Saliva115	26.0	26.0
2202.Saliva114	26.0	26.0
2202.Saliva117	26.0	26.0
2202.Saliva111	26.0	26.0
2202.Saliva110	26.0	26.0
2202.Saliva113	26.0	26.0
2202.Saliva112	26.0	26.0
11052.11.13.13.rk.t	36.0	36.0
10317.000005635	32.0	32.0
2202.Saliva119	26.0	26.0
2202.Saliva118	26.0	26.0
10317.000010740	41.0	41.0
1841.T21169	20.0	20.0
1841.T21168	33.0	33.0
550.L6S302.s.6.sequence	33.02	33.02
1841.T21164	24.0	24.0
1841.T21166	25.0	25.0
1841.T21160	19.0	19.0
1841.T21163	32.0	32.0
1841.T21162	26.0	26.0
1841.T21227	25.0	25.0
550.L5S225.s.5.sequence	33.62	33.62
550.L5S187.s.5.sequence	33.5	33.5
2024.visit3.MNIH45N.BFD10C.O	19.0	19.0
10317.000068839	36.0	36.0
550.L6S56.s.6.sequence	32.3	32.3
2024.final.MNIH93NP.BFG108.O	24.0	24.0
10317.000023330	54.0	54.0
10317.000043178	54.0	54.0
2202.Saliva56	26.0	26.0
2202.Saliva51	26.0	26.0
2202.Saliva50	26.0	26.0
2202.Saliva52	26.0	26.0
1841.T20364	55.0	55.0
1841.T20367	26.0	26.0
2010.2689	26.0	26.0
1841.T21599	20.0	20.0
1841.T21025	23.0	23.0
10317.000015561	56.0	56.0
10317.000052318	82.0	82.0
1841.T20314	55.0	55.0
1774.34.Oral.Puer	25.0	25.0
1841.T20554	23.0	23.0
1841.T20603	23.0	23.0
10317.000007124	60.0	60.0
550.L5S279.s.5.sequence	32.09	32.09
10317.000074414	53.0	53.0
2024.birth.MNIH01UP.BFF10S.O	21.0	21.0
1841.T21421	21.0	21.0
10317.000015362	42.0	42.0
1841.T21354	20.0	20.0
1841.T20778	21.0	21.0
10317.000009037	67.0	67.0
550.L5S109.s.5.sequence	33.17	33.17
1841.T20770	20.0	20.0
1841.T20777	20.0	20.0
10317.000002820	69.0	69.0
550.L5S177.s.5.sequence	33.47	33.47
550.L6S193.s.6.sequence	32.71	32.71
11052.10.11.13.rk.t	36.0	36.0
10317.000069019	23.0	23.0
2024.visit1.MNIH92NP.BFB11F.O	31.0	31.0
10317.000028853	18.0	18.0
10317.000042662	40.0	40.0
10317.000052290	36.0	36.0
550.L5S176.s.5.sequence	33.47	33.47
2024.final.MNIH85NP.BFG10P.O	20.0	20.0
550.L6S198.s.6.sequence	32.72	32.72
550.L6S141.s.6.sequence	32.55	32.55
550.L6S119.s.6.sequence	32.49	32.49
10317.000028764	57.0	57.0
550.L5S116.s.5.sequence	33.19	33.19
10317.000069043	33.0	33.0
550.L5S126.s.5.sequence	33.21	33.21
2024.visit2.MNIH31U.BFC111.O	23.0	23.0
10317.000069368	62.0	62.0
550.L6S29.s.6.sequence	32.21	32.21
2024.visit1.MNIH02UP.BFB10D.O	19.0	19.0
2024.visit1.MNIH90NP.BFB118.O	25.0	25.0
550.L6S222.s.6.sequence	32.79	32.79
2202.Saliva100	26.0	26.0
550.L5S174.s.5.sequence	33.46	33.46
1841.T21299	20.0	20.0
550.L6S43.s.6.sequence	32.27	32.27
2010.1592	29.0	29.0
1841.T21574	20.0	20.0
11052.12....13.rk.t	37.0	37.0
1841.T20087	24.0	24.0
2010.1813	34.0	34.0
11052.11.4.13.rk.t	36.0	36.0
550.L6S46.s.6.sequence	32.28	32.28
550.L6S259.s.6.sequence	32.9	32.9
550.L6S67.s.6.sequence	32.34	32.34
10317.000022970	40.0	40.0
11052.4.2.14.rk.t	37.408	37.408
2010.1360	27.0	27.0
550.L5S107.s.5.sequence	33.16	33.16
1841.T21367	22.0	22.0
2024.visit2.MNIH14UP.BFC102.O	18.0	18.0
10317.000074340	58.0	58.0
10317.000072013	39.0	39.0
1841.T20792	20.0	20.0
1841.T20795	21.0	21.0
1841.T20799	21.0	21.0
1841.T20798	22.0	22.0
11052.3.21.14.rk.t	37.375	37.375
11052.10.13.13.rk.t	36.0	36.0
1841.T20553	41.0	41.0
1841.T20552	21.0	21.0
1841.T20557	22.0	22.0
1841.T20556	36.0	36.0
1841.T20555	23.0	23.0
11052.3.10.14.rk.t	37.0	37.0
1841.T20559	21.0	21.0
1841.T20558	41.0	41.0
1841.T20259	55.0	55.0
550.L5S223.s.5.sequence	33.62	33.62
550.L5S269.s.5.sequence	32.06	32.06
11052.10.24.13.rk.t	36.0	36.0
2024.visit4.MNIH21U.BFE10U.O	20.0	20.0
550.L5S231.s.5.sequence	33.64	33.64
550.L6S76.s.6.sequence	32.36	32.36
10317.000014975	70.0	70.0
2024.final.MNIH83NP.BFG10T.O	24.0	24.0
10317.000014971	63.0	63.0
550.L6S139.s.6.sequence	32.55	32.55
1841.T20426	18.0	18.0
1841.T20423	18.0	18.0
10317.000079786	19.0	19.0
550.L5S232.s.5.sequence	33.64	33.64
550.L5S127.s.5.sequence	33.22	33.22
10317.000002360	32.0	32.0
1841.T20767	21.0	21.0
11052.12.12.13.rk.t	37.0	37.0
550.L6S71.s.6.sequence	32.35	32.35
1841.T20761	20.0	20.0
550.L6S77.s.6.sequence	32.37	32.37
10317.000063216	34.0	34.0
10317.000005455	47.0	47.0
2024.birth.MNIH95NP.BFF10H.O	26.0	26.0
2024.birth.MNIH96NP.BFF10Q.O	22.0	22.0
10317.000007043	59.0	59.0
10317.000063444	30.0	30.0
2024.birth.MNIH85NP.BFF10J.O	20.0	20.0
11052.3.16.14.rk.t	37.362	37.362
2024.visit3.MNIH96NP.BFD115.O	22.0	22.0
10317.000012333	38.0	38.0
1841.T20971	22.0	22.0
10317.000003351	67.0	67.0
2010.3091	31.0	31.0
550.L6S203.s.6.sequence	32.74	32.74
10317.000053445	45.0	45.0
1841.T20519	20.0	20.0
10317.000002626	65.0	65.0
2024.birth.MNIH39U.BFF10V.O	39.0	39.0
2024.visit2.MNIH41N.BFC10U.O	24.0	24.0
1841.T20578	20.0	20.0
550.L5S148.s.5.sequence	33.3	33.3
10317.000017141	52.0	52.0
550.L6S44.s.6.sequence	32.27	32.27
10317.000044325	65.0	65.0
10317.000047842	56.0	56.0
1841.T21590	36.0	36.0
1841.T20957	21.0	21.0
2202.Saliva196	26.0	26.0
1841.T20952	20.0	20.0
1841.T20951	22.0	22.0
10317.000013878	21.0	21.0
550.L6S38.s.6.sequence	32.25	32.25
11052.1.6.14.rk.t	37.173	37.173
10317.000013873	20.0	20.0
10317.000013872	20.0	20.0
2202.Saliva190	26.0	26.0
11052.10.6.13.rk.t	36.0	36.0
550.L6S16.s.6.sequence	32.17	32.17
1841.T20885	23.0	23.0
1841.T20884	22.0	22.0
2202.Saliva162	26.0	26.0
2202.Saliva163	26.0	26.0
2202.Saliva164	26.0	26.0
2202.Saliva165	26.0	26.0
2202.Saliva167	26.0	26.0
2202.Saliva168	26.0	26.0
550.L6S235.s.6.sequence	32.83	32.83
1841.T21178	30.0	30.0
10317.000063312	25.0	25.0
1841.T21174	20.0	20.0
1841.T21175	32.0	32.0
1841.T21172	33.0	33.0
11052.3.19.14.rk.t	37.0	37.0
1841.T21170	21.0	21.0
1841.T21171	33.0	33.0
2024.visit1.MNIH94NP.BFB11H.O	21.0	21.0
2024.visit3.MNIH55N.BFD107.O	34.0	34.0
2024.visit1.MNIH50N.BFB10B.O	25.0	25.0
1841.T21212	24.0	24.0
2202.Saliva211	26.0	26.0
2024.visit2.MNIH61O.BFC10L.O	36.0	36.0
1774.496.Oral.Puer	34.0	34.0
10317.000020502	65.0	65.0
2024.visit5.MNIH85NP.BFL10C.O	20.0	20.0
2202.Saliva42	26.0	26.0
2202.Saliva43	26.0	26.0
2202.Saliva40	26.0	26.0
2202.Saliva41	26.0	26.0
1841.T20319	37.0	37.0
1841.T20318	20.0	20.0
2202.Saliva44	26.0	26.0
1774.518.Oral.Puer	54.0	54.0
550.L6S100.s.6.sequence	32.43	32.43
1841.T20317	22.0	22.0
2202.Saliva49	26.0	26.0
1841.T20310	37.0	37.0
1841.T20313	55.0	55.0
550.L6S27.s.6.sequence	32.2	32.2
10317.000074413	53.0	53.0
10317.000013358	71.0	71.0
550.L6S214.s.6.sequence	32.77	32.77
10317.000049750	37.0	37.0
10317.000082691	39.0	39.0
550.L6S231.s.6.sequence	32.82	32.82
550.L6S72.s.6.sequence	32.35	32.35
10317.000026043	33.0	33.0
10317.000063480	25.0	25.0
550.L5S191.s.5.sequence	33.51	33.51
550.L6S13.s.6.sequence	32.16	32.16
10317.000007116	60.0	60.0
10317.000023875	59.0	59.0
2010.2214	23.0	23.0
550.L6S128.s.6.sequence	32.51	32.51
1841.T20223	22.0	22.0
1841.T20225	22.0	22.0
550.L6S93.s.6.sequence	32.41	32.41
1841.T21369	32.0	32.0
10317.000016459	54.0	54.0
2024.visit4.MNIH82NP.BFE10G.O	18.0	18.0
550.L6S82.s.6.sequence	32.38	32.38
1841.T20769	21.0	21.0
2010.2071	32.0	32.0
1841.T20764	21.0	21.0
550.L6S311.s.6.sequence	33.04	33.04
550.L6S62.s.6.sequence	32.32	32.32
2024.visit4.MNIH52N.BFE102.O	22.0	22.0
550.L6S138.s.6.sequence	32.54	32.54
550.L5S266.s.5.sequence	32.05	32.05
10317.000010122	65.0	65.0
550.L6S18.s.6.sequence	32.18	32.18
2024.birth.MNIH43N.BFF105.O	29.0	29.0
550.L5S267.s.5.sequence	32.05	32.05
2024.birth.MNIH49N.BFF10C.O	22.0	22.0
2202.Saliva67	26.0	26.0
2024.visit3.MNIH05UP.BFD112.O	23.0	23.0
1841.T21137	28.0	28.0
10317.000008199	46.0	46.0
11052.11.22.13.rk.t	37.0	37.0
1774.331.Oral.Puer	45.0	45.0
10317.000021246	49.0	49.0
1774.414.Oral.Puer	19.0	19.0
2010.1802	34.0	34.0
550.L6S170.s.6.sequence	32.64	32.64
1841.T20090	21.0	21.0
10317.000046211	26.0	26.0
10317.000062194	29.0	29.0
11052.3.7.14.rk.t	37.337	37.337
11052.3.15.14.rk.t	37.359	37.359
550.L5S154.s.5.sequence	33.37	33.37
1841.T20365	21.0	21.0
2010.1376	35.0	35.0
550.L5S152.s.5.sequence	33.36	33.36
10317.000015294	29.0	29.0
10317.000018053	32.0	32.0
10317.000038427	39.0	39.0
11052.3.11.14.rk.t	37.0	37.0
1841.T20366	20.0	20.0
1841.T20468	18.0	18.0
10317.000041071	31.0	31.0
1841.T20782	22.0	22.0
1841.T20783	21.0	21.0
1841.T20784	21.0	21.0
1841.T20788	22.0	22.0
10317.000038223	56.0	56.0
1841.T20545	22.0	22.0
1841.T20546	21.0	21.0
1841.T20547	36.0	36.0
1841.T20543	23.0	23.0
1841.T20549	22.0	22.0
2024.final.MNIH61O.BFG10B.O	36.0	36.0
2024.visit3.MNIH61O.BFD102.O	36.0	36.0
2202.Saliva175	26.0	26.0
11052.11.8.13.rk.t	36.0	36.0
10317.000023010	35.0	35.0
10317.000002530	48.0	48.0
10317.000033560	67.0	67.0
550.L5S153.s.5.sequence	33.36	33.36
1841.T20439	27.0	27.0
550.L5S241.s.5.sequence	31.96	31.96
10317.000012953	63.0	63.0
10317.000066920	51.0	51.0
1841.T20434	19.0	19.0
10317.000036883	58.0	58.0
10317.000010878	35.0	35.0
550.L5S119.s.5.sequence	33.2	33.2
550.L5S285.s.5.sequence	32.1	32.1
550.L6S151.s.6.sequence	32.59	32.59
2024.final.MNIH01UP.BFG10J.O	21.0	21.0
1841.T20095	20.0	20.0
10317.000068827	29.0	29.0
10317.000048381	59.0	59.0
550.L5S117.s.5.sequence	33.19	33.19
1841.T20537	21.0	21.0
10317.000022695	28.0	28.0
10317.000002049	64.0	64.0
2024.visit1.MNIH86NP.BFB10Z.O	25.0	25.0
10317.000007788	37.0	37.0
10317.000003338	73.0	73.0
10317.000009458	56.0	56.0
10317.000036442	67.0	67.0
11052.10.1.13.rk.t	36.0	36.0
10317.000031366	69.0	69.0
2024.visit5.MNIH21U.BFL10K.O	20.0	20.0
2024.visit5.MNIH59N.BFL108.O	20.0	20.0
10317.000030410	36.0	36.0
1774.452.Oral.Puer	25.0	25.0
2024.final.MNIH05UP.BFG116.O	23.0	23.0
550.L6S135.s.6.sequence	32.54	32.54
1841.T20862	22.0	22.0
550.L6S1.s.6.sequence	32.12	32.12
2024.final.MNIH88NP.BFG10U.O	27.0	27.0
1841.T20715	22.0	22.0
11052.3.1.14.rk.t	37.321	37.321
1774.7Oral22.10.09	28.0	28.0
2202.Saliva60	26.0	26.0
11052.2.12.14.rk.t	37.274	37.274
2024.visit4.MNIH02UP.BFE106.O	19.0	19.0
2202.Saliva61	26.0	26.0
2202.Saliva62	26.0	26.0
11052.3.12.14.rk.t	37.0	37.0
1841.T21141	30.0	30.0
1841.T21146	26.0	26.0
1841.T21145	21.0	21.0
1841.T20864	20.0	20.0
1841.T21149	22.0	22.0
1841.T20944	22.0	22.0
10317.000013865	20.0	20.0
1841.T20946	22.0	22.0
2202.Saliva65	26.0	26.0
11052.1.10.14.rk.t	37.184	37.184
10317.000063156	25.0	25.0
10317.000013875	20.0	20.0
2202.Saliva173	26.0	26.0
2202.Saliva172	26.0	26.0
1841.T20895	22.0	22.0
2202.Saliva177	26.0	26.0
2202.Saliva176	26.0	26.0
10317.000072329	42.0	42.0
2024.visit3.MNIH41N.BFD106.O	24.0	24.0
2202.Saliva179	26.0	26.0
2202.Saliva178	26.0	26.0
550.L5S114.s.5.sequence	33.18	33.18
2024.visit1.MNIH60N.BFB10Q.O	20.0	20.0
2024.visit1.MNIH39U.BFB10P.O	39.0	39.0
2024.visit2.MNIH47N.BFC10Z.O	28.0	28.0
550.L6S83.s.6.sequence	32.38	32.38
550.L6S20.s.6.sequence	32.18	32.18
1841.T21205	21.0	21.0
550.L5S247.s.5.sequence	31.97	31.97
1841.T21202	32.0	32.0
1841.T21203	21.0	21.0
1841.T20277	21.0	21.0
550.L6S299.s.6.sequence	33.01	33.01
2024.visit1.MNIH47N.BFB108.O	28.0	28.0
550.L6S164.s.6.sequence	32.63	32.63
2024.visit2.MNIH87NP.BFC114.O	25.0	25.0
2202.Saliva37	26.0	26.0
2202.Saliva36	26.0	26.0
2202.Saliva35	26.0	26.0
2202.Saliva34	26.0	26.0
2202.Saliva33	26.0	26.0
2202.Saliva32	26.0	26.0
2202.Saliva31	26.0	26.0
2202.Saliva30	26.0	26.0
1841.T20306	21.0	21.0
1841.T20304	55.0	55.0
1841.T20302	21.0	21.0
1841.T20303	21.0	21.0
2202.Saliva39	26.0	26.0
2202.Saliva38	26.0	26.0
2024.final.MNIH45N.BFG100.O	19.0	19.0
11052.12.10.13.rk.t	37.0	37.0
10317.000013833	41.0	41.0
10317.000013360	70.0	70.0
2024.visit1.MNIH21U.BFB11R.O	20.0	20.0
2024.visit5.MNIH99NP.BFL10M.O	26.0	26.0
10317.000013886	21.0	21.0
10317.000013887	20.0	20.0
10317.000013882	21.0	21.0
10317.000013880	20.0	20.0
10317.000013881	20.0	20.0
11052.1.11.14.rk.t	37.186	37.186
10317.000007102	53.0	53.0
10317.000013889	26.0	26.0
1841.T20232	20.0	20.0
550.L5S197.s.5.sequence	33.52	33.52
1841.T20239	21.0	21.0
550.L5S220.s.5.sequence	33.61	33.61
2010.2945	23.0	23.0
2024.visit2.MNIH56N.BFC10A.O	21.0	21.0
550.L6S155.s.6.sequence	32.6	32.6
2202.Saliva63	26.0	26.0
550.L5S100.s.5.sequence	33.14	33.14
2010.2867	23.0	23.0
550.L6S175.s.6.sequence	32.66	32.66
1841.T20787	21.0	21.0
550.L6S47.s.6.sequence	32.28	32.28
10317.000018077	34.0	34.0
2024.visit1.MNIH88NP.BFB117.O	27.0	27.0
10317.000013011	60.0	60.0
550.L6S134.s.6.sequence	32.53	32.53
2024.visit3.MNIH56N.BFD109.O	21.0	21.0
550.L6S242.s.6.sequence	32.85	32.85
550.L5S209.s.5.sequence	33.55	33.55
10317.000005595	74.0	74.0
10317.000047780	63.0	63.0
2202.Saliva281	26.0	26.0
2024.visit2.MNIH06UP.BFC11D.O	36.0	36.0
1841.T20878	20.0	20.0
1774.67Oral24.10.09	19.0	19.0
550.L5S218.s.5.sequence	33.6	33.6
10317.000015281	61.0	61.0
10317.000001505	66.0	66.0
1841.T20928	19.0	19.0
550.L6S14.s.6.sequence	32.17	32.17
1841.T20084	21.0	21.0
10317.000015304	33.0	33.0
550.L6S149.s.6.sequence	32.58	32.58
550.L6S274.s.6.sequence	32.94	32.94
11052.11.18.13.rk.t	36.0	36.0
11052.12.14.13.rk.t	37.0	37.0
11052.12.24.13.rk.tB	37.0	37.0
11052.12.24.13.rk.tA	37.0	37.0
2024.birth.MNIH81NP.BFF108.O	20.0	20.0
10317.000031923	40.0	40.0
1841.T21124	21.0	21.0
10317.000015282	61.0	61.0
1841.T20401	18.0	18.0
1841.T20785	29.0	29.0
550.L6S258.s.6.sequence	32.89	32.89
10052.MG.O8	40.0	40.0
10052.MG.O6	48.0	48.0
10052.MG.O7	50.0	50.0
10052.MG.O4	36.0	36.0
10052.MG.O5	20.0	20.0
550.L6S309.s.6.sequence	33.04	33.04
10317.000015189	27.0	27.0
10317.000017767	45.0	45.0
1841.T20386	22.0	22.0
10317.000015353	35.0	35.0
2202.Saliva282	26.0	26.0
2010.1901	32.0	32.0
2024.visit4.MNIH56N.BFE10Z.O	21.0	21.0
10317.000013868	21.0	21.0
550.L6S264.s.6.sequence	32.91	32.91
2202.Saliva95	26.0	26.0
1841.T20379	20.0	20.0
10317.000005921	54.0	54.0
10317.000002493	46.0	46.0
10317.000002491	59.0	59.0
550.L6S301.s.6.sequence	33.01	33.01
10317.000005087	34.0	34.0
10317.000014647	35.0	35.0
10317.000007082	21.0	21.0
1841.T20444	19.0	19.0
10317.000007089	21.0	21.0
1841.T20442	27.0	27.0
1841.T20237	22.0	22.0
2024.visit1.MNIH48N.BFB109.O	30.0	30.0
2010.1346	34.0	34.0
1841.T20986	22.0	22.0
1841.T20571	21.0	21.0
550.L6S218.s.6.sequence	32.78	32.78
550.L5S196.s.5.sequence	33.52	33.52
10052.MG.O13	48.0	48.0
1841.T21288	24.0	24.0
10317.000031032	23.0	23.0
11052.11.27.13.rk.t	37.0	37.0
10317.000087098	65.0	65.0
10317.000087099	67.0	67.0
550.L6S227.s.6.sequence	32.81	32.81
550.L6S97.s.6.sequence	32.43	32.43
10317.000032975	28.0	28.0
550.L5S252.s.5.sequence	31.99	31.99
11052.2.17.14.rk.t	37.288	37.288
11052.10.20.13.rk.t	36.0	36.0
11052.2.20.14.rk.t	37.0	37.0
550.L6S131.s.6.sequence	32.52	32.52
550.L6S31.s.6.sequence	32.21	32.21
550.L5S253.s.5.sequence	31.99	31.99
550.L6S282.s.6.sequence	32.96	32.96
2024.visit5.MNIH41N.BFL100.O	24.0	24.0
550.L5S106.s.5.sequence	33.16	33.16
11052.11.6.13.rk.t	36.0	36.0
550.L6S34.s.6.sequence	32.22	32.22
2024.final.MNIH62O.BFG10H.O	31.0	31.0
550.L5S172.s.5.sequence	33.46	33.46
550.L6S80.s.6.sequence	32.37	32.37
2024.final.MNIH58N.BFG101.O	18.0	18.0
10317.000002608	60.0	60.0
2202.Saliva156	26.0	26.0
10317.000035384	67.0	67.0
550.L5S251.s.5.sequence	31.98	31.98
10317.000007694	53.0	53.0
1841.T20264	22.0	22.0
550.L6S111.s.6.sequence	32.46	32.46
2024.visit1.MNIH95NP.BFB114.O	26.0	26.0
550.L6S124.s.6.sequence	32.5	32.5
550.L5S171.s.5.sequence	33.45	33.45
550.L5S120.s.5.sequence	33.2	33.2
10317.000003174	46.0	46.0
550.L6S59.s.6.sequence	32.31	32.31
2202.Saliva79	26.0	26.0
10317.000035471	66.0	66.0
1841.T20939	23.0	23.0
550.L6S166.s.6.sequence	32.63	32.63
1841.T21153	30.0	30.0
1841.T20935	21.0	21.0
1841.T20937	21.0	21.0
1841.T20936	21.0	21.0
2024.birth.MNIH64O.BFF10M.O	25.0	25.0
1841.T20933	21.0	21.0
11052.1.22.14.rk.t	37.216	37.216
1774.23.Oral.Puer	32.0	32.0
2024.visit1.MNIH43N.BFB102.O	29.0	29.0
11052.3.24.14.rk.t	37.0	37.0
10317.000049830	61.0	61.0
2024.visit2.MNIH05UP.BFC11A.O	23.0	23.0
2202.Saliva148	26.0	26.0
2202.Saliva149	26.0	26.0
2202.Saliva146	26.0	26.0
11052.1.21.14.rk.t	37.214	37.214
2202.Saliva142	26.0	26.0
2202.Saliva143	26.0	26.0
2202.Saliva140	26.0	26.0
2202.Saliva141	26.0	26.0
550.L6S237.s.6.sequence	32.83	32.83
1841.T20333	21.0	21.0
1841.T20840	41.0	41.0
1841.T20843	22.0	22.0
1841.T20845	23.0	23.0
1841.T20847	21.0	21.0
1841.T20849	41.0	41.0
1841.T20848	20.0	20.0
1841.T20339	30.0	30.0
1841.T20647	21.0	21.0
550.L6S324.s.6.sequence	33.14	33.14
10317.000034637	64.0	64.0
2202.Saliva245	26.0	26.0
2024.visit4.MNIH39U.BFE10E.O	39.0	39.0
2202.Saliva24	26.0	26.0
2202.Saliva25	26.0	26.0
2202.Saliva26	26.0	26.0
2202.Saliva27	26.0	26.0
2202.Saliva20	26.0	26.0
2202.Saliva21	26.0	26.0
550.L5S264.s.5.sequence	32.02	32.02
2202.Saliva23	26.0	26.0
10317.000015017	41.0	41.0
2024.visit4.MNIH61O.BFE104.O	36.0	36.0
2202.Saliva29	26.0	26.0
1841.T21305	20.0	20.0
1841.T21307	21.0	21.0
1841.T20859	21.0	21.0
1841.T21300	22.0	22.0
1774.155.Oral.Puer	44.0	44.0
1841.T21309	26.0	26.0
1841.T21308	20.0	20.0
2010.3271	31.0	31.0
1841.T20329	32.0	32.0
10317.000003131	51.0	51.0
10317.000005726	75.0	75.0
10317.000052371	35.0	35.0
10317.000023018	59.0	59.0
2024.visit5.MNIH47N.BFL111.O	28.0	28.0
11052.10.31.13.rk.t	36.0	36.0
1841.T20680	20.0	20.0
1841.T20207	22.0	22.0
1841.T20204	21.0	21.0
10317.000082709	35.0	35.0
1841.T20202	37.0	37.0
1841.T20201	20.0	20.0
10317.000004896	43.0	43.0
10317.000082702	46.0	46.0
10317.000046126	85.0	85.0
550.L6S144.s.6.sequence	32.56	32.56
10317.000004054	54.0	54.0
10317.000029617	37.0	37.0
550.L5S227.s.5.sequence	33.63	33.63
10317.000007727	73.0	73.0
550.L6S263.s.6.sequence	32.91	32.91
10317.000023301	38.0	38.0
2024.final.MNIH39U.BFG110.O	39.0	39.0
550.L6S296.s.6.sequence	33.0	33.0
10317.000042637	58.0	58.0
1841.T21418	23.0	23.0
11052.2.21.14.rk.t	37.299	37.299
550.L6S176.s.6.sequence	32.66	32.66
1841.T21413	20.0	20.0
10317.000068140	40.0	40.0
550.L6S104.s.6.sequence	32.44	32.44
1841.T21416	20.0	20.0
550.L6S265.s.6.sequence	32.91	32.91
550.L6S254.s.6.sequence	32.88	32.88
2024.visit4.MNIH99NP.BFE115.O	26.0	26.0
10317.000007076	21.0	21.0
550.L6S319.s.6.sequence	33.08	33.08
10317.000004808	62.0	62.0
550.L6S99.s.6.sequence	32.43	32.43
10317.000049910	44.0	44.0
2024.birth.MNIH93NP.BFF101.O	24.0	24.0
550.L6S53.s.6.sequence	32.29	32.29
1841.T21527	21.0	21.0
1841.T20062	23.0	23.0
11052.2.2.14.rk.t	37.247	37.247
11052.11.12.13.rk.t	36.0	36.0
1841.T20060	19.0	19.0
2010.1259	27.0	27.0
550.L5S248.s.5.sequence	31.98	31.98
10317.000040146	34.0	34.0
550.L6S205.s.6.sequence	32.74	32.74
1841.T20871	21.0	21.0
1841.T21480	27.0	27.0
2024.visit1.MNIH23U.BFB10J.O	25.0	25.0
550.L6S45.s.6.sequence	32.27	32.27
10317.000013280	68.0	68.0
10317.000074317	43.0	43.0
550.L6S48.s.6.sequence	32.28	32.28
10317.000041055	33.0	33.0
11052.1.9.14.rk.t	37.181	37.181
11052.11.1.13.rk.t	36.0	36.0
2024.visit5.MNIH83NP.BFL10Z.O	24.0	24.0
1841.T21133	20.0	20.0
550.L6S156.s.6.sequence	32.6	32.6
10317.000038200	39.0	39.0
10317.000045002	47.0	47.0
11052.1.20.14.rk.t	37.211	37.211
550.L6S249.s.6.sequence	32.87	32.87
11052.2.11.14.rk.tA	37.0	37.0
550.L6S307.s.6.sequence	33.03	33.03
2024.visit3.MNIH84NP.BFD11B.O	22.0	22.0
550.L6S42.s.6.sequence	32.26	32.26
10317.000069007	22.0	22.0
10317.000015384	34.0	34.0
550.L6S247.s.6.sequence	32.86	32.86
10317.000002620	37.0	37.0
2010.1750	23.0	23.0
550.L5S183.s.5.sequence	33.49	33.49
550.L5S146.s.5.sequence	33.3	33.3
10317.000007096	21.0	21.0
10317.000007097	21.0	21.0
10317.000007094	22.0	22.0
10317.000007095	21.0	21.0
10317.000007093	21.0	21.0
1841.T20458	18.0	18.0
10317.000007091	22.0	22.0
1841.T20457	27.0	27.0
1841.T20454	19.0	19.0
1841.T20452	27.0	27.0
2202.Saliva14	26.0	26.0
11052.10.21.13.rk.t	36.0	36.0
550.L6S173.s.6.sequence	32.65	32.65
2202.Saliva17	26.0	26.0
10317.000068767	34.0	34.0
10317.000017317	57.0	57.0
11052.3.18.14.rk.t	37.367	37.367
10317.000041306	35.0	35.0
550.L5S233.s.5.sequence	31.94	31.94
11052.11.11.13.rk.t	36.0	36.0
550.L6S201.s.6.sequence	32.73	32.73
2024.visit2.MNIH16UP.BFC10F.O	18.0	18.0
550.L6S232.s.6.sequence	32.82	32.82
10317.000010810	63.0	63.0
550.L6S114.s.6.sequence	32.47	32.47
550.L6S148.s.6.sequence	32.58	32.58
1841.T21312	22.0	22.0
1841.T21173	20.0	20.0
2010.2113	34.0	34.0
550.L6S283.s.6.sequence	32.97	32.97
1841.T20768	22.0	22.0
10317.000023666	38.0	38.0
10317.000003443	65.0	65.0
11052.1.24.14.rk.t	37.0	37.0
11052.4.7.14.rk.t	37.422	37.422
